Datum;Bundesland;Altersgruppe;7T_Hospitalisierung_Faelle;7T_Hospitalisierung_Inzidenz
2022-11-15;Nordrhein-Westfalen;80+;887;69.39
2022-11-14;Bundesgebiet;00+;7525;8.92
2022-11-14;Bundesgebiet;60-79;2693;14.36
2022-11-14;Nordrhein-Westfalen;00-04;39;4.44
2022-11-14;Nordrhein-Westfalen;60-79;730;18.46
2022-11-14;Nordrhein-Westfalen;80+;925;72.36
2022-11-13;Bundesgebiet;00-04;147;3.69
2022-11-13;Bundesgebiet;00+;7524;8.92
2022-11-13;Bundesgebiet;15-34;379;1.99
2022-11-13;Bundesgebiet;60-79;2707;14.44
2022-11-13;Nordrhein-Westfalen;35-59;267;4.39
2022-11-12;Bundesgebiet;05-14;44;0.55
2022-11-12;Bundesgebiet;35-59;1011;3.55
2022-11-12;Nordrhein-Westfalen;00-04;37;4.21
2022-11-12;Nordrhein-Westfalen;00+;2109;11.63
2022-11-12;Nordrhein-Westfalen;15-34;105;2.49
2022-11-12;Nordrhein-Westfalen;80+;936;73.22
2022-11-11;Bundesgebiet;00-04;162;4.06
2022-11-11;Bundesgebiet;15-34;433;2.27
2022-11-11;Nordrhein-Westfalen;00-04;39;4.44
2022-11-11;Nordrhein-Westfalen;05-14;20;1.16
2022-11-11;Nordrhein-Westfalen;35-59;280;4.61
2022-11-10;Bundesgebiet;00-04;173;4.34
2022-11-10;Nordrhein-Westfalen;00+;2311;12.74
2022-11-10;Nordrhein-Westfalen;15-34;139;3.3
2022-11-10;Nordrhein-Westfalen;35-59;294;4.84
2022-11-10;Nordrhein-Westfalen;60-79;817;20.66
2022-11-10;Nordrhein-Westfalen;80+;1000;78.23
2022-11-08;Nordrhein-Westfalen;35-59;315;5.18
2022-11-08;Nordrhein-Westfalen;60-79;769;19.44
2022-11-07;Bundesgebiet;05-14;65;0.82
2022-11-07;Bundesgebiet;35-59;1156;4.05
2022-11-07;Bundesgebiet;60-79;3081;16.43
2022-11-07;Nordrhein-Westfalen;00-04;44;5.01
2022-11-07;Nordrhein-Westfalen;05-14;25;1.45
2022-11-07;Nordrhein-Westfalen;35-59;316;5.2
2022-11-07;Nordrhein-Westfalen;60-79;772;19.52
2022-11-06;Bundesgebiet;00+;8816;10.45
2022-11-06;Bundesgebiet;05-14;65;0.82
2022-11-06;Bundesgebiet;15-34;503;2.64
2022-11-06;Bundesgebiet;80+;3798;62.13
2022-11-05;Bundesgebiet;00-04;177;4.44
2022-11-05;Nordrhein-Westfalen;15-34;142;3.37
2022-11-04;Bundesgebiet;00+;9000;10.67
2022-11-04;Bundesgebiet;05-14;65;0.82
2022-11-04;Bundesgebiet;80+;3885;63.55
2022-11-04;Nordrhein-Westfalen;00-04;43;4.89
2022-11-04;Nordrhein-Westfalen;05-14;23;1.33
2022-11-04;Nordrhein-Westfalen;15-34;132;3.13
2022-11-04;Nordrhein-Westfalen;35-59;323;5.31
2022-11-04;Nordrhein-Westfalen;60-79;792;20.03
2022-11-03;Bundesgebiet;00-04;178;4.46
2022-11-03;Bundesgebiet;15-34;464;2.43
2022-11-03;Bundesgebiet;35-59;1239;4.35
2022-11-03;Nordrhein-Westfalen;05-14;22;1.27
2022-11-03;Nordrhein-Westfalen;60-79;834;21.09
2022-11-02;Bundesgebiet;80+;3937;64.4
2022-11-02;Nordrhein-Westfalen;05-14;28;1.62
2022-11-02;Nordrhein-Westfalen;35-59;350;5.76
2022-11-01;Nordrhein-Westfalen;00+;2817;15.53
2022-11-01;Nordrhein-Westfalen;05-14;31;1.79
2022-11-01;Nordrhein-Westfalen;35-59;419;6.89
2022-11-01;Nordrhein-Westfalen;60-79;1007;25.46
2022-10-31;Bundesgebiet;00-04;208;5.21
2022-10-31;Bundesgebiet;05-14;85;1.07
2022-10-31;Bundesgebiet;35-59;1651;5.79
2022-10-31;Nordrhein-Westfalen;00-04;47;5.35
2022-10-31;Nordrhein-Westfalen;05-14;30;1.74
2022-10-31;Nordrhein-Westfalen;35-59;454;7.47
2022-10-29;Bundesgebiet;00+;12300;14.58
2022-10-29;Bundesgebiet;15-34;574;3.01
2022-10-29;Bundesgebiet;35-59;1685;5.91
2022-10-29;Bundesgebiet;80+;5234;85.62
2022-10-29;Nordrhein-Westfalen;00+;3154;17.39
2022-10-29;Nordrhein-Westfalen;15-34;174;4.12
2022-10-28;Bundesgebiet;00-04;232;5.82
2022-10-28;Bundesgebiet;80+;5532;90.5
2022-10-28;Nordrhein-Westfalen;00-04;61;6.94
2022-10-28;Nordrhein-Westfalen;00+;3216;17.73
2022-10-28;Nordrhein-Westfalen;05-14;26;1.5
2022-10-27;Bundesgebiet;00+;13603;16.13
2022-10-27;Bundesgebiet;05-14;96;1.21
2022-10-27;Bundesgebiet;60-79;4929;26.29
2022-10-27;Nordrhein-Westfalen;05-14;25;1.45
2022-10-27;Nordrhein-Westfalen;15-34;191;4.53
2022-10-27;Nordrhein-Westfalen;80+;1355;106.0
2022-10-26;Nordrhein-Westfalen;05-14;19;1.1
2022-10-26;Nordrhein-Westfalen;80+;1464;114.53
2022-10-25;Bundesgebiet;05-14;104;1.31
2022-10-25;Bundesgebiet;15-34;763;4.0
2022-10-25;Bundesgebiet;35-59;2060;7.23
2022-10-25;Bundesgebiet;80+;6734;110.16
2022-10-25;Nordrhein-Westfalen;00-04;70;7.96
2022-10-25;Nordrhein-Westfalen;15-34;206;4.88
2022-10-25;Nordrhein-Westfalen;35-59;543;8.93
2022-10-25;Nordrhein-Westfalen;80+;1581;123.68
2022-10-24;Bundesgebiet;05-14;103;1.3
2022-10-24;Bundesgebiet;60-79;5870;31.31
2022-10-24;Nordrhein-Westfalen;00-04;68;7.74
2022-10-24;Nordrhein-Westfalen;15-34;218;5.17
2022-10-24;Nordrhein-Westfalen;35-59;562;9.24
2022-10-24;Nordrhein-Westfalen;60-79;1335;33.75
2022-10-23;Bundesgebiet;15-34;847;4.44
2022-10-23;Bundesgebiet;80+;7343;120.12
2022-10-23;Nordrhein-Westfalen;00+;3870;21.34
2022-10-23;Nordrhein-Westfalen;05-14;18;1.04
2022-10-23;Nordrhein-Westfalen;15-34;222;5.26
2022-10-23;Nordrhein-Westfalen;80+;1630;127.51
2022-10-22;Bundesgebiet;00-04;286;7.17
2022-10-22;Bundesgebiet;00+;16847;19.97
2022-10-22;Bundesgebiet;05-14;101;1.27
2022-10-22;Bundesgebiet;15-34;862;4.52
2022-10-22;Nordrhein-Westfalen;00-04;66;7.51
2022-10-22;Nordrhein-Westfalen;15-34;222;5.26
2022-10-21;Bundesgebiet;00+;17364;20.58
2022-10-21;Bundesgebiet;15-34;847;4.44
2022-10-21;Bundesgebiet;35-59;2284;8.01
2022-10-21;Nordrhein-Westfalen;15-34;219;5.19
2022-10-20;Bundesgebiet;05-14;98;1.23
2022-10-20;Bundesgebiet;15-34;877;4.6
2022-10-20;Bundesgebiet;35-59;2332;8.18
2022-10-20;Nordrhein-Westfalen;05-14;17;0.98
2022-10-20;Nordrhein-Westfalen;80+;1763;137.92
2022-10-19;Bundesgebiet;35-59;2378;8.34
2022-10-19;Nordrhein-Westfalen;00+;4044;22.29
2022-10-19;Nordrhein-Westfalen;05-14;17;0.98
2022-10-19;Nordrhein-Westfalen;60-79;1431;36.18
2022-10-19;Nordrhein-Westfalen;80+;1774;138.78
2022-10-18;Bundesgebiet;00-04;315;7.9
2022-10-18;Bundesgebiet;00+;18176;21.55
2022-10-18;Bundesgebiet;15-34;923;4.84
2022-10-18;Bundesgebiet;35-59;2335;8.19
2022-10-18;Bundesgebiet;60-79;6464;34.48
2022-10-18;Bundesgebiet;80+;8042;131.56
2022-10-18;Nordrhein-Westfalen;00+;3941;21.73
2022-10-18;Nordrhein-Westfalen;05-14;15;0.87
2022-10-17;Bundesgebiet;00-04;321;8.05
2022-10-17;Bundesgebiet;60-79;6352;33.88
2022-10-17;Bundesgebiet;80+;7932;129.76
2022-10-17;Nordrhein-Westfalen;05-14;19;1.1
2022-10-17;Nordrhein-Westfalen;60-79;1343;33.96
2022-10-16;Bundesgebiet;00-04;320;8.02
2022-10-16;Bundesgebiet;15-34;943;4.95
2022-10-16;Nordrhein-Westfalen;15-34;208;4.93
2022-10-15;Bundesgebiet;60-79;6334;33.78
2022-10-15;Nordrhein-Westfalen;35-59;500;8.22
2022-10-15;Nordrhein-Westfalen;60-79;1323;33.45
2022-10-15;Nordrhein-Westfalen;80+;1726;135.02
2022-10-14;Bundesgebiet;00-04;303;7.6
2022-10-14;Nordrhein-Westfalen;00+;3729;20.56
2022-10-13;Nordrhein-Westfalen;00+;3769;20.78
2022-10-13;Nordrhein-Westfalen;05-14;17;0.98
2022-10-13;Nordrhein-Westfalen;60-79;1298;32.82
2022-10-13;Nordrhein-Westfalen;80+;1681;131.5
2022-10-12;Bundesgebiet;00+;18070;21.42
2022-10-12;Bundesgebiet;35-59;2461;8.63
2022-10-12;Bundesgebiet;60-79;6336;33.79
2022-10-12;Nordrhein-Westfalen;05-14;20;1.16
2022-10-12;Nordrhein-Westfalen;15-34;208;4.93
2022-10-11;Bundesgebiet;15-34;1004;5.27
2022-10-11;Bundesgebiet;80+;8457;138.35
2022-10-11;Nordrhein-Westfalen;35-59;551;9.06
2022-10-10;Bundesgebiet;00-04;289;7.25
2022-10-10;Bundesgebiet;05-14;76;0.96
2022-10-10;Bundesgebiet;35-59;2081;7.3
2022-10-10;Bundesgebiet;60-79;5368;28.63
2022-10-10;Nordrhein-Westfalen;05-14;11;0.64
2022-10-10;Nordrhein-Westfalen;80+;1399;109.44
2022-10-09;Bundesgebiet;00-04;288;7.22
2022-10-09;Bundesgebiet;15-34;791;4.15
2022-10-09;Bundesgebiet;35-59;2072;7.27
2022-10-09;Bundesgebiet;60-79;5325;28.4
2022-10-08;Bundesgebiet;00-04;288;7.22
2022-10-08;Bundesgebiet;00+;15065;17.86
2022-10-08;Bundesgebiet;15-34;777;4.08
2022-10-08;Nordrhein-Westfalen;00-04;40;4.55
2022-10-07;Bundesgebiet;00-04;285;7.15
2022-10-07;Bundesgebiet;05-14;76;0.96
2022-10-07;Nordrhein-Westfalen;00+;2950;16.26
2022-10-07;Nordrhein-Westfalen;05-14;12;0.69
2022-10-07;Nordrhein-Westfalen;15-34;154;3.65
2022-10-07;Nordrhein-Westfalen;35-59;402;6.61
2022-10-07;Nordrhein-Westfalen;80+;1296;101.38
2022-10-06;Bundesgebiet;15-34;695;3.65
2022-10-06;Bundesgebiet;35-59;1767;6.2
2022-10-06;Nordrhein-Westfalen;35-59;358;5.89
2022-10-05;Bundesgebiet;80+;5167;84.53
2022-10-05;Nordrhein-Westfalen;00-04;36;4.1
2022-10-05;Nordrhein-Westfalen;05-14;10;0.58
2022-10-04;Bundesgebiet;00-04;194;4.86
2022-10-04;Bundesgebiet;00+;9341;11.07
2022-10-04;Bundesgebiet;15-34;531;2.79
2022-10-04;Bundesgebiet;60-79;3282;17.5
2022-10-04;Nordrhein-Westfalen;60-79;733;18.53
2022-10-04;Nordrhein-Westfalen;80+;870;68.06
2022-10-03;Bundesgebiet;00+;11184;13.26
2022-10-03;Nordrhein-Westfalen;00-04;45;5.12
2022-10-03;Nordrhein-Westfalen;35-59;288;4.74
2022-10-03;Nordrhein-Westfalen;60-79;783;19.8
2022-10-03;Nordrhein-Westfalen;80+;939;73.46
2022-10-02;Bundesgebiet;15-34;656;3.44
2022-10-02;Bundesgebiet;60-79;3823;20.39
2022-10-02;Nordrhein-Westfalen;15-34;133;3.15
2022-10-01;Nordrhein-Westfalen;00-04;43;4.89
2022-10-01;Nordrhein-Westfalen;05-14;15;0.87
2022-10-01;Nordrhein-Westfalen;15-34;133;3.15
2022-09-30;Bundesgebiet;15-34;630;3.31
2022-09-30;Nordrhein-Westfalen;00-04;39;4.44
2022-09-30;Nordrhein-Westfalen;05-14;15;0.87
2022-09-30;Nordrhein-Westfalen;60-79;709;17.93
2022-09-29;Bundesgebiet;00-04;224;5.62
2022-09-29;Bundesgebiet;35-59;1371;4.81
2022-09-29;Bundesgebiet;60-79;3357;17.9
2022-09-29;Bundesgebiet;80+;3969;64.93
2022-09-29;Nordrhein-Westfalen;00+;1885;10.39
2022-09-29;Nordrhein-Westfalen;05-14;16;0.93
2022-09-29;Nordrhein-Westfalen;80+;801;62.66
2022-09-28;Bundesgebiet;00-04;222;5.57
2022-09-28;Bundesgebiet;05-14;89;1.12
2022-09-28;Bundesgebiet;15-34;552;2.9
2022-09-28;Bundesgebiet;60-79;3131;16.7
2022-09-28;Bundesgebiet;80+;3658;59.84
2022-09-28;Nordrhein-Westfalen;00+;1781;9.82
2022-09-28;Nordrhein-Westfalen;05-14;14;0.81
2022-09-28;Nordrhein-Westfalen;15-34;108;2.56
2022-09-28;Nordrhein-Westfalen;60-79;617;15.6
2022-09-28;Nordrhein-Westfalen;80+;740;57.89
2022-09-27;Bundesgebiet;00-04;189;4.74
2022-09-27;Nordrhein-Westfalen;00-04;29;3.3
2022-09-27;Nordrhein-Westfalen;00+;1609;8.87
2022-09-27;Nordrhein-Westfalen;60-79;532;13.45
2022-09-26;Bundesgebiet;15-34;482;2.53
2022-09-25;Bundesgebiet;00-04;171;4.29
2022-09-25;Bundesgebiet;00+;6728;7.98
2022-09-25;Bundesgebiet;05-14;72;0.91
2022-09-25;Bundesgebiet;15-34;479;2.51
2022-09-25;Nordrhein-Westfalen;00+;1433;7.9
2022-09-25;Nordrhein-Westfalen;15-34;103;2.44
2022-09-24;Bundesgebiet;00+;6572;7.79
2022-09-24;Bundesgebiet;05-14;72;0.91
2022-09-24;Bundesgebiet;80+;2644;43.25
2022-09-24;Nordrhein-Westfalen;80+;563;44.04
2022-09-23;Bundesgebiet;00-04;171;4.29
2022-09-23;Bundesgebiet;00+;6175;7.32
2022-09-23;Nordrhein-Westfalen;00-04;29;3.3
2022-09-23;Nordrhein-Westfalen;15-34;101;2.39
2022-09-23;Nordrhein-Westfalen;60-79;439;11.1
2022-09-22;Bundesgebiet;00-04;153;3.84
2022-09-22;Bundesgebiet;00+;5823;6.9
2022-09-22;Bundesgebiet;05-14;67;0.84
2022-09-22;Bundesgebiet;15-34;430;2.26
2022-09-22;Bundesgebiet;60-79;1970;10.51
2022-09-22;Nordrhein-Westfalen;00+;1248;6.88
2022-09-22;Nordrhein-Westfalen;05-14;9;0.52
2022-09-22;Nordrhein-Westfalen;60-79;427;10.8
2022-09-21;Bundesgebiet;00-04;137;3.43
2022-09-21;Nordrhein-Westfalen;00-04;20;2.28
2022-09-21;Nordrhein-Westfalen;15-34;108;2.56
2022-09-21;Nordrhein-Westfalen;80+;463;36.22
2022-09-20;Bundesgebiet;00-04;136;3.41
2022-09-20;Bundesgebiet;80+;2007;32.83
2022-09-20;Nordrhein-Westfalen;00-04;25;2.84
2022-09-20;Nordrhein-Westfalen;00+;1134;6.25
2022-09-20;Nordrhein-Westfalen;15-34;97;2.3
2022-09-19;Nordrhein-Westfalen;00-04;28;3.19
2022-09-19;Nordrhein-Westfalen;00+;1120;6.17
2022-09-18;Bundesgebiet;00-04;133;3.33
2022-09-18;Bundesgebiet;15-34;352;1.85
2022-09-18;Bundesgebiet;60-79;1670;8.91
2022-09-18;Nordrhein-Westfalen;00+;1128;6.22
2022-09-18;Nordrhein-Westfalen;05-14;9;0.52
2022-09-17;Bundesgebiet;15-34;350;1.84
2022-09-17;Nordrhein-Westfalen;05-14;9;0.52
2022-09-17;Nordrhein-Westfalen;35-59;189;3.11
2022-09-16;Bundesgebiet;00-04;147;3.69
2022-09-16;Bundesgebiet;60-79;1646;8.78
2022-09-16;Bundesgebiet;80+;1770;28.95
2022-09-16;Nordrhein-Westfalen;00+;1147;6.32
2022-09-16;Nordrhein-Westfalen;05-14;8;0.46
2022-09-16;Nordrhein-Westfalen;35-59;183;3.01
2022-09-16;Nordrhein-Westfalen;80+;435;34.03
2022-09-15;Bundesgebiet;00-04;150;3.76
2022-09-15;Bundesgebiet;00+;4551;5.39
2022-09-15;Bundesgebiet;05-14;51;0.64
2022-09-15;Bundesgebiet;15-34;328;1.72
2022-09-15;Bundesgebiet;35-59;697;2.44
2022-09-15;Bundesgebiet;80+;1725;28.22
2022-09-15;Nordrhein-Westfalen;00+;1117;6.16
2022-09-15;Nordrhein-Westfalen;05-14;9;0.52
2022-09-15;Nordrhein-Westfalen;35-59;190;3.13
2022-09-15;Nordrhein-Westfalen;80+;412;32.23
2022-09-14;Bundesgebiet;05-14;49;0.62
2022-09-14;Bundesgebiet;15-34;348;1.83
2022-09-14;Nordrhein-Westfalen;05-14;11;0.64
2022-09-14;Nordrhein-Westfalen;15-34;97;2.3
2022-09-14;Nordrhein-Westfalen;80+;423;33.09
2022-09-13;Nordrhein-Westfalen;05-14;10;0.58
2022-09-12;Bundesgebiet;00-04;173;4.34
2022-09-12;Bundesgebiet;00+;4366;5.18
2022-09-12;Bundesgebiet;15-34;338;1.77
2022-09-12;Bundesgebiet;60-79;1483;7.91
2022-09-12;Nordrhein-Westfalen;15-34;108;2.56
2022-09-12;Nordrhein-Westfalen;35-59;194;3.19
2022-09-12;Nordrhein-Westfalen;60-79;389;9.84
2022-09-11;Bundesgebiet;00+;4390;5.2
2022-09-11;Bundesgebiet;80+;1653;27.04
2022-09-11;Nordrhein-Westfalen;00-04;56;6.37
2022-09-11;Nordrhein-Westfalen;35-59;192;3.16
2022-09-11;Nordrhein-Westfalen;60-79;389;9.84
2022-09-10;Bundesgebiet;00-04;166;4.16
2022-09-10;Bundesgebiet;60-79;1509;8.05
2022-09-10;Bundesgebiet;80+;1654;27.06
2022-09-10;Nordrhein-Westfalen;00-04;53;6.03
2022-09-10;Nordrhein-Westfalen;00+;1203;6.63
2022-09-10;Nordrhein-Westfalen;05-14;14;0.81
2022-09-09;Bundesgebiet;00-04;150;3.76
2022-09-09;Nordrhein-Westfalen;00-04;45;5.12
2022-09-09;Nordrhein-Westfalen;15-34;121;2.87
2022-09-08;Bundesgebiet;00-04;154;3.86
2022-09-08;Nordrhein-Westfalen;00-04;49;5.58
2022-09-08;Nordrhein-Westfalen;00+;1241;6.84
2022-09-08;Nordrhein-Westfalen;05-14;13;0.75
2022-09-08;Nordrhein-Westfalen;60-79;408;10.32
2022-09-07;Nordrhein-Westfalen;35-59;221;3.63
2022-09-07;Nordrhein-Westfalen;60-79;425;10.75
2022-09-06;Bundesgebiet;00+;4301;5.1
2022-09-06;Bundesgebiet;05-14;65;0.82
2022-09-06;Bundesgebiet;80+;1552;25.39
2022-09-06;Nordrhein-Westfalen;00+;1260;6.95
2022-09-06;Nordrhein-Westfalen;15-34;111;2.63
2022-09-06;Nordrhein-Westfalen;60-79;444;11.23
2022-09-06;Nordrhein-Westfalen;80+;418;32.7
2022-09-05;Bundesgebiet;00-04;153;3.84
2022-09-05;Bundesgebiet;00+;4434;5.26
2022-09-05;Nordrhein-Westfalen;05-14;15;0.87
2022-09-05;Nordrhein-Westfalen;60-79;469;11.86
2022-09-05;Nordrhein-Westfalen;80+;414;32.39
2022-09-04;Bundesgebiet;00-04;153;3.84
2022-09-04;Bundesgebiet;35-59;700;2.46
2022-09-04;Nordrhein-Westfalen;00-04;45;5.12
2022-09-03;Bundesgebiet;00-04;159;3.99
2022-09-03;Bundesgebiet;05-14;52;0.65
2022-09-03;Bundesgebiet;80+;1601;26.19
2022-09-03;Nordrhein-Westfalen;00-04;46;5.23
2022-09-03;Nordrhein-Westfalen;05-14;15;0.87
2022-09-03;Nordrhein-Westfalen;15-34;111;2.63
2022-09-03;Nordrhein-Westfalen;60-79;474;11.98
2022-09-02;Bundesgebiet;00-04;171;4.29
2022-09-02;Bundesgebiet;00+;4537;5.38
2022-09-02;Bundesgebiet;35-59;723;2.54
2022-09-02;Nordrhein-Westfalen;00+;1344;7.41
2022-09-02;Nordrhein-Westfalen;15-34;108;2.56
2022-09-02;Nordrhein-Westfalen;35-59;245;4.03
2022-09-02;Nordrhein-Westfalen;80+;428;33.48
2022-09-01;Bundesgebiet;00-04;175;4.39
2022-09-01;Bundesgebiet;00+;4702;5.57
2022-09-01;Bundesgebiet;05-14;60;0.76
2022-09-01;Nordrhein-Westfalen;00-04;49;5.58
2022-09-01;Nordrhein-Westfalen;05-14;19;1.1
2022-09-01;Nordrhein-Westfalen;80+;448;35.05
2022-08-31;Bundesgebiet;00+;4871;5.77
2022-08-31;Bundesgebiet;60-79;1679;8.96
2022-08-31;Nordrhein-Westfalen;00+;1399;7.71
2022-08-31;Nordrhein-Westfalen;15-34;117;2.77
2022-08-31;Nordrhein-Westfalen;35-59;245;4.03
2022-08-31;Nordrhein-Westfalen;60-79;488;12.34
2022-08-31;Nordrhein-Westfalen;80+;480;37.55
2022-08-30;Bundesgebiet;00+;5057;5.99
2022-08-30;Bundesgebiet;35-59;790;2.77
2022-08-30;Bundesgebiet;60-79;1732;9.24
2022-08-30;Nordrhein-Westfalen;35-59;256;4.21
2022-08-29;Bundesgebiet;15-34;416;2.18
2022-08-29;Nordrhein-Westfalen;00+;1564;8.62
2022-08-29;Nordrhein-Westfalen;05-14;27;1.56
2022-08-29;Nordrhein-Westfalen;15-34;123;2.92
2022-08-29;Nordrhein-Westfalen;35-59;268;4.41
2022-08-28;Bundesgebiet;00-04;203;5.09
2022-08-28;Bundesgebiet;00+;5290;6.27
2022-08-28;Bundesgebiet;15-34;417;2.19
2022-08-28;Bundesgebiet;80+;2007;32.83
2022-08-28;Nordrhein-Westfalen;00-04;82;9.33
2022-08-27;Bundesgebiet;05-14;72;0.91
2022-08-27;Bundesgebiet;35-59;841;2.95
2022-08-27;Bundesgebiet;80+;2025;33.13
2022-08-27;Nordrhein-Westfalen;00-04;82;9.33
2022-08-27;Nordrhein-Westfalen;00+;1580;8.71
2022-08-27;Nordrhein-Westfalen;15-34;124;2.94
2022-08-27;Nordrhein-Westfalen;60-79;503;12.72
2022-08-26;Bundesgebiet;00-04;209;5.24
2022-08-26;Bundesgebiet;15-34;412;2.16
2022-08-26;Bundesgebiet;35-59;873;3.06
2022-08-26;Nordrhein-Westfalen;35-59;267;4.39
2022-08-25;Bundesgebiet;00+;5774;6.84
2022-08-25;Bundesgebiet;15-34;439;2.3
2022-08-25;Bundesgebiet;60-79;1902;10.14
2022-08-25;Bundesgebiet;80+;2195;35.91
2022-08-25;Nordrhein-Westfalen;00+;1689;9.31
2022-08-24;Bundesgebiet;00+;5977;7.09
2022-08-24;Nordrhein-Westfalen;35-59;301;4.95
2022-08-24;Nordrhein-Westfalen;60-79;541;13.68
2022-08-24;Nordrhein-Westfalen;80+;590;46.15
2022-08-23;Bundesgebiet;00-04;239;5.99
2022-08-23;Bundesgebiet;80+;2440;39.92
2022-08-23;Nordrhein-Westfalen;15-34;149;3.53
2022-08-23;Nordrhein-Westfalen;35-59;314;5.16
2022-08-23;Nordrhein-Westfalen;60-79;574;14.51
2022-08-23;Nordrhein-Westfalen;80+;594;46.47
2022-08-22;Bundesgebiet;15-34;506;2.65
2022-08-22;Bundesgebiet;60-79;2209;11.78
2022-08-22;Nordrhein-Westfalen;00+;1838;10.13
2022-08-22;Nordrhein-Westfalen;05-14;42;2.43
2022-08-21;Bundesgebiet;00-04;243;6.09
2022-08-21;Nordrhein-Westfalen;15-34;182;4.31
2022-08-20;Bundesgebiet;05-14;78;0.98
2022-08-20;Nordrhein-Westfalen;60-79;619;15.65
2022-08-19;Bundesgebiet;00-04;245;6.14
2022-08-19;Bundesgebiet;00+;6723;7.97
2022-08-19;Bundesgebiet;80+;2578;42.17
2022-08-19;Nordrhein-Westfalen;15-34;198;4.69
2022-08-19;Nordrhein-Westfalen;80+;636;49.75
2022-08-18;Bundesgebiet;00-04;233;5.84
2022-08-18;Bundesgebiet;00+;6700;7.94
2022-08-18;Bundesgebiet;05-14;78;0.98
2022-08-18;Bundesgebiet;60-79;2305;12.29
2022-08-18;Nordrhein-Westfalen;00-04;79;8.99
2022-08-18;Nordrhein-Westfalen;00+;1860;10.25
2022-08-18;Nordrhein-Westfalen;05-14;36;2.08
2022-08-18;Nordrhein-Westfalen;80+;627;49.05
2022-08-17;Bundesgebiet;15-34;548;2.88
2022-08-17;Bundesgebiet;35-59;970;3.4
2022-08-17;Nordrhein-Westfalen;00-04;85;9.67
2022-08-17;Nordrhein-Westfalen;05-14;37;2.14
2022-08-17;Nordrhein-Westfalen;80+;653;51.08
2022-08-16;Bundesgebiet;00+;6538;7.75
2022-08-16;Bundesgebiet;05-14;84;1.06
2022-08-16;Nordrhein-Westfalen;60-79;611;15.45
2022-08-15;Bundesgebiet;00-04;247;6.19
2022-08-15;Bundesgebiet;15-34;541;2.84
2022-08-15;Nordrhein-Westfalen;00-04;79;8.99
2022-08-15;Nordrhein-Westfalen;00+;1822;10.04
2022-08-15;Nordrhein-Westfalen;35-59;289;4.75
2022-08-15;Nordrhein-Westfalen;60-79;610;15.42
2022-08-14;Bundesgebiet;60-79;2272;12.12
2022-08-14;Nordrhein-Westfalen;00+;1842;10.15
2022-08-14;Nordrhein-Westfalen;05-14;32;1.85
2022-08-14;Nordrhein-Westfalen;15-34;167;3.96
2022-08-14;Nordrhein-Westfalen;80+;649;50.77
2022-08-13;Bundesgebiet;00+;6811;8.07
2022-08-13;Bundesgebiet;15-34;552;2.9
2022-08-13;Bundesgebiet;80+;2648;43.32
2022-08-13;Nordrhein-Westfalen;60-79;599;15.15
2022-08-12;Bundesgebiet;00+;6937;8.22
2022-08-12;Bundesgebiet;05-14;88;1.11
2022-08-12;Bundesgebiet;60-79;2324;12.4
2022-08-12;Bundesgebiet;80+;2677;43.79
2022-08-12;Nordrhein-Westfalen;60-79;597;15.09
2022-08-12;Nordrhein-Westfalen;80+;651;50.93
2022-08-11;Bundesgebiet;35-59;1029;3.61
2022-08-11;Bundesgebiet;60-79;2400;12.8
2022-08-11;Bundesgebiet;80+;2778;45.44
2022-08-11;Nordrhein-Westfalen;05-14;29;1.68
2022-08-11;Nordrhein-Westfalen;15-34;180;4.27
2022-08-11;Nordrhein-Westfalen;35-59;297;4.88
2022-08-11;Nordrhein-Westfalen;60-79;615;15.55
2022-08-10;Bundesgebiet;00+;7357;8.72
2022-08-10;Bundesgebiet;15-34;630;3.31
2022-08-10;Bundesgebiet;35-59;1075;3.77
2022-08-10;Nordrhein-Westfalen;00+;1920;10.58
2022-08-10;Nordrhein-Westfalen;35-59;315;5.18
2022-08-09;Bundesgebiet;00-04;291;7.3
2022-08-09;Bundesgebiet;00+;7757;9.2
2022-08-09;Bundesgebiet;35-59;1159;4.07
2022-08-09;Bundesgebiet;60-79;2589;13.81
2022-08-09;Bundesgebiet;80+;2968;48.55
2022-08-09;Nordrhein-Westfalen;00+;2064;11.38
2022-08-09;Nordrhein-Westfalen;15-34;205;4.86
2022-08-09;Nordrhein-Westfalen;60-79;670;16.94
2022-08-08;Bundesgebiet;05-14;82;1.03
2022-08-08;Bundesgebiet;60-79;2780;14.83
2022-08-07;Bundesgebiet;15-34;698;3.66
2022-08-07;Nordrhein-Westfalen;00-04;95;10.81
2022-08-07;Nordrhein-Westfalen;15-34;214;5.07
2022-08-07;Nordrhein-Westfalen;35-59;369;6.07
2022-08-07;Nordrhein-Westfalen;60-79;699;17.67
2022-08-07;Nordrhein-Westfalen;80+;736;57.58
2022-08-06;Bundesgebiet;00+;8222;9.75
2022-08-06;Nordrhein-Westfalen;05-14;20;1.16
2022-08-06;Nordrhein-Westfalen;15-34;207;4.91
2022-08-06;Nordrhein-Westfalen;35-59;369;6.07
2022-08-06;Nordrhein-Westfalen;80+;731;57.18
2022-08-05;Bundesgebiet;15-34;706;3.7
2022-08-05;Bundesgebiet;60-79;2853;15.22
2022-08-05;Nordrhein-Westfalen;00-04;97;11.04
2022-08-05;Nordrhein-Westfalen;00+;2143;11.81
2022-08-05;Nordrhein-Westfalen;05-14;25;1.45
