Geo Point;Geo Shape;Kommune;Gewerbegebiet;Größe;Verfügbarkeit;Art;Exposelink;blockiert;Frei parzellierbar;Geplant;24h-Betrieb;code
51.212163873480684, 6.636476051643884;"{""coordinates"": [[[6.637077528247585, 51.2124833715682], [6.637073141774053, 51.21246277601675], [6.637115389541865, 51.21238160191405], [6.637194290369899, 51.21232851051042], [6.63734886887073, 51.21233444288483], [6.637561485725437, 51.21201772268931], [6.63741430125771, 51.2119638306476], [6.637155825407749, 51.21191075958374], [6.636896475497017, 51.21187475982358], [6.636316057822272, 51.21183910668503], [6.635739327731769, 51.21183770376644], [6.635579586613, 51.21187548857533], [6.63556504109192, 51.211946968655695], [6.635491575071354, 51.21200016854554], [6.635756398417112, 51.212354139803], [6.63586093267178, 51.21254423303179], [6.637077528247585, 51.2124833715682]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;8401;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092044
51.21213435657206, 6.632750073948666;"{""coordinates"": [[[6.632156737682551, 51.21151077811283], [6.632046300598152, 51.212933433191786], [6.633394753586306, 51.21253007913171], [6.633428770091169, 51.212503425196644], [6.633452440698906, 51.21246630774452], [6.633530233904195, 51.21158608374542], [6.633477450694732, 51.211554255372086], [6.632156737682551, 51.21151077811283]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;12697;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092045
51.213238079307686, 6.633196587855964;"{""coordinates"": [[[6.632942372789007, 51.2138551707688], [6.633760807183116, 51.2136160727585], [6.633471466118309, 51.2126583712016], [6.633394305326979, 51.21263618656942], [6.632623169927523, 51.212864377197945], [6.632667364344556, 51.21295755290733], [6.632942372789007, 51.2138551707688]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;6983;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092047
51.2143040675159, 6.639233138106199;"{""coordinates"": [[[6.639455072360606, 51.21443934930299], [6.639708263421751, 51.21440647288179], [6.639697714505368, 51.21416829833545], [6.639673930709908, 51.21409008430997], [6.63867046223189, 51.214223624405875], [6.638839403895797, 51.21447610109072], [6.638905315084823, 51.21449972931453], [6.638961584655905, 51.214507123331124], [6.639455072360606, 51.21443934930299]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;2300;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092048
51.213048320919626, 6.63636995050381;"{""coordinates"": [[[6.635933650395714, 51.21279485797256], [6.636544231701069, 51.21261048202752], [6.636665341669358, 51.21292562531606], [6.636779908309119, 51.213344913965834], [6.636245390053816, 51.21346427841291], [6.636219989290843, 51.21341775918406], [6.636174084481508, 51.21342634972501], [6.635933650395714, 51.21279485797256]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;3630;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092088
51.21419421016747, 6.635335712346051;"{""coordinates"": [[[6.63618711544302, 51.21401405405454], [6.635425174300498, 51.21468715601438], [6.634477037552405, 51.21426186305488], [6.634403366715954, 51.21417153394453], [6.634452197338169, 51.21410589211386], [6.634485649701035, 51.21409387757567], [6.635477825457616, 51.21385694051836], [6.635819673050781, 51.21379087563703], [6.635950150650853, 51.21380779041201], [6.636038888031249, 51.213949188549265], [6.63618711544302, 51.21401405405454]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;6594;Nicht verfügbare Fläche;Gewerbefläche;;0;1;;0;051620160092054
51.21527963569798, 6.635697355260292;"{""coordinates"": [[[6.63608960691219, 51.215112838937685], [6.635137364863249, 51.21526016337656], [6.635215770719562, 51.215455290892365], [6.636175343021222, 51.21531287326512], [6.636275451276484, 51.21523240306233], [6.636262503858294, 51.21518930797453], [6.63608960691219, 51.215112838937685]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1705;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092061
51.21294082706427, 6.631605508876651;"{""coordinates"": [[[6.631305833682496, 51.2128125114168], [6.631281456100631, 51.21307547608675], [6.631324269807072, 51.21312710860255], [6.631359269068856, 51.2131341629523], [6.632046300598152, 51.212933433191786], [6.632054138399005, 51.21283246698672], [6.631305833682496, 51.2128125114168]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1290;Nicht verfügbare Fläche;Gewerbefläche;;0;1;;0;051620160092064
51.2128064578687, 6.6311058968207615;"{""coordinates"": [[[6.630872915784143, 51.21257204392465], [6.630867869048877, 51.212667527993624], [6.630992731280108, 51.213088870136616], [6.631267451365352, 51.21305334173835], [6.631281455202316, 51.213075475524015], [6.631320171692747, 51.212584899021806], [6.630872915784143, 51.21257204392465]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1498;Nicht verfügbare Fläche;Gewerbefläche;;0;1;;0;051620160092065
51.214093284449916, 6.628618318250745;"{""coordinates"": [[[6.628119390792106, 51.2125454327817], [6.628132801740984, 51.21297245004137], [6.628339745734671, 51.2132195049672], [6.628513596691606, 51.21424595570422], [6.629066906804337, 51.21566100527788], [6.629229452463424, 51.2156217718174], [6.628694703341091, 51.21425697363702], [6.62849662751589, 51.213196406174774], [6.628318367627539, 51.21295147148988], [6.628293982859152, 51.212543382739966], [6.628119390792106, 51.2125454327817]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;4240;Nicht verfügbare Fläche;Grünfläche;;;;;;051620160092068
51.2137249272091, 6.631551676491885;"{""coordinates"": [[[6.631271183865358, 51.21401397077249], [6.631366206757797, 51.214325909372675], [6.632041741648084, 51.21412061949909], [6.631733778507437, 51.21312321621719], [6.631062312985386, 51.21332827588146], [6.631271183865358, 51.21401397077249]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;5673;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092071
51.21459189875088, 6.631766144384382;"{""coordinates"": [[[6.631920496034187, 51.21436484176092], [6.632130751218011, 51.214648306616844], [6.631588580214803, 51.214827699513386], [6.631551381877203, 51.214814254763006], [6.631456465884283, 51.21449822293827], [6.631920496034187, 51.21436484176092]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1426;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092072
51.212644400301016, 6.634089314879381;"{""coordinates"": [[[6.633713442611445, 51.21290055569533], [6.633614769864008, 51.21255906727331], [6.633619727666061, 51.212462396733024], [6.63462076889618, 51.212495336443205], [6.634763217445729, 51.212623543637136], [6.633962501422283, 51.212870693285524], [6.633713442611445, 51.21290055569533]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;2541;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092083
51.21411882151376, 6.6334393513323695;"{""coordinates"": [[[6.633222858261743, 51.21402439790859], [6.633403373819772, 51.2142753906854], [6.633667889043388, 51.21419937705467], [6.633558646718317, 51.214063908461036], [6.633527962064842, 51.214071219828384], [6.633440373629695, 51.21395681224289], [6.633222858261743, 51.21402439790859]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;579;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092077
51.21382307914538, 6.633466675684835;"{""coordinates"": [[[6.63322284568533, 51.214024382715245], [6.633824731298734, 51.21384335761846], [6.633760807183116, 51.2136160727585], [6.633066315145387, 51.213818963197376], [6.63322284568533, 51.214024382715245]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1279;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092078
51.21401941609579, 6.633701359212759;"{""coordinates"": [[[6.633440373629695, 51.21395681224289], [6.633527962064842, 51.214071219828384], [6.633558646718317, 51.214063908461036], [6.633667888145072, 51.21419937705467], [6.633850767170613, 51.214144946797276], [6.633897407700165, 51.214084369370006], [6.63382473219705, 51.21384335761846], [6.633440373629695, 51.21395681224289]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;727;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092079
51.213515299744486, 6.634085948917835;"{""coordinates"": [[[6.633848653434751, 51.21333456883368], [6.634122880344903, 51.213302348886714], [6.634386141520381, 51.21366079108032], [6.633961757617228, 51.2137109041579], [6.633848653434751, 51.21333456883368]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1068;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092082
51.21343997546532, 6.634586209359551;"{""coordinates"": [[[6.634358655767634, 51.21362336787803], [6.634563521059754, 51.21389599428752], [6.634902187718497, 51.213768651034684], [6.635338081735387, 51.213669891400926], [6.634818126967471, 51.21314190495357], [6.634492245131851, 51.21324258123898], [6.634309481090666, 51.213011836570715], [6.633791110052596, 51.2131644241646], [6.633848652536435, 51.21333456883368], [6.634122880344903, 51.213302348886714], [6.634358655767634, 51.21362336787803]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;4800;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092081
51.21287251177299, 6.636753339478125;"{""coordinates"": [[[6.636622865729464, 51.21281509772938], [6.636717069358364, 51.213114935119805], [6.636931580760005, 51.213070729475845], [6.636838712027617, 51.212891152473794], [6.63688453509026, 51.21288414648164], [6.636798224957762, 51.212646027086755], [6.636571486586789, 51.212681403298724], [6.636622865729464, 51.21281509772938]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;738;Nicht verfügbare Fläche;Gewerbefläche;;0;1;;0;051620160092092
51.216037190626274, 6.63562693798617;"{""coordinates"": [[[6.635620871386827, 51.21648824652065], [6.635944544265165, 51.216467516590406], [6.635649473745474, 51.21568880022085], [6.63567641332253, 51.21565602991605], [6.63586232146721, 51.215626473149584], [6.635830086321555, 51.215614716723394], [6.63586207173556, 51.215582048214095], [6.635854907671169, 51.2155739718181], [6.63529654363665, 51.21566048197023], [6.635620871386827, 51.21648824652065]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;2320;Nicht verfügbare Fläche;Gewerbefläche;;0;1;;0;051620160092096
51.21616452736097, 6.6341858703093965;"{""coordinates"": [[[6.633621995912153, 51.215831097394066], [6.633905398214617, 51.21656023429749], [6.633972390975246, 51.216583798993724], [6.634751941792283, 51.21653730767477], [6.634433894164255, 51.2157090904736], [6.633621995912153, 51.215831097394066]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;5270;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092098
51.215490826310365, 6.6356437456577995;"{""coordinates"": [[[6.63529654363665, 51.21566048197023], [6.63586207173556, 51.215582048776774], [6.636175343021222, 51.21531287326512], [6.635215769821247, 51.21545529032967], [6.63529654363665, 51.21566048197023]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1293;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092099
51.21765857901425, 6.6386909617709176;"{""coordinates"": [[[6.638886009391053, 51.217480479644415], [6.638500005110097, 51.217471100427844], [6.638453507412676, 51.21783662231534], [6.63894484185564, 51.217811640331675], [6.638886009391053, 51.217480479644415]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1199;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092104
51.21628984133864, 6.636403307989153;"{""coordinates"": [[[6.636208533974338, 51.216186504446505], [6.636299739925136, 51.216418565648596], [6.636380121176758, 51.21641175488294], [6.636386392315758, 51.216437264301184], [6.636406740953574, 51.21643450263373], [6.636584994553717, 51.21635719726004], [6.636532432329812, 51.216167609875896], [6.636208533974338, 51.216186504446505]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;560;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620160092123
51.21496868349351, 6.634752158669257;"{""coordinates"": [[[6.634039790672698, 51.21488432745562], [6.634550817085006, 51.21511517471819], [6.6342202693998, 51.21515766834636], [6.634348333226703, 51.215485387959326], [6.635177641727329, 51.215360860351915], [6.635054872570709, 51.215049521853345], [6.635741603164384, 51.21495711621872], [6.634557916470696, 51.2144347474495], [6.634039790672698, 51.21488432745562]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;6686;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092106
51.21471717066262, 6.632944502868704;"{""coordinates"": [[[6.632898554766077, 51.21491564427867], [6.633123718390358, 51.214875769260914], [6.632994280141069, 51.21453478560837], [6.632918874657804, 51.214519587929765], [6.632769644726176, 51.214564417353344], [6.632898554766077, 51.21491564427867]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;670;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092109
51.21542045176203, 6.633202868021803;"{""coordinates"": [[[6.633031484766875, 51.21528255156768], [6.633151088260434, 51.21559103055124], [6.633372567893734, 51.215557438075564], [6.63325784764206, 51.21525223041297], [6.633031484766875, 51.21528255156768]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;567;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092111
51.214900599977966, 6.632766751584717;"{""coordinates"": [[[6.632769644726176, 51.21456441791605], [6.63252593089128, 51.21463437338274], [6.632778133805611, 51.21523417894866], [6.6330008117915, 51.215197890307145], [6.632769644726176, 51.21456441791605]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1184;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092112
51.215313269127776, 6.632873040433423;"{""coordinates"": [[[6.632484962324432, 51.21464664156155], [6.632882703094574, 51.215627110122384], [6.633151088260434, 51.21559103055124], [6.633000812689814, 51.215197890869845], [6.632778133805611, 51.21523417951137], [6.632525931789594, 51.21463437282002], [6.632484962324432, 51.21464664156155]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1123;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092113
51.21636385044503, 6.633125180799408;"{""coordinates"": [[[6.632417612034319, 51.21619516987134], [6.632721369262808, 51.216661467480904], [6.63365387442664, 51.216604189009956], [6.633712969199292, 51.21658476118527], [6.633737142863587, 51.21655669500613], [6.633725741446001, 51.216483489007835], [6.633556242826616, 51.216032566278656], [6.632417612034319, 51.21619516987134]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;4563;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092116
51.21616014707978, 6.636757225113718;"{""coordinates"": [[[6.636569150068735, 51.21630004726623], [6.636748987398724, 51.21628842887077], [6.636785450914421, 51.21626695610108], [6.636960131016364, 51.216259380055845], [6.636940823525963, 51.216143182362096], [6.637032069900948, 51.216137093487724], [6.637014391954471, 51.216038378885195], [6.636504126415209, 51.21606978382853], [6.636569150068735, 51.21630004726623]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;780;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620160092124
51.21618069515755, 6.637300721890783;"{""coordinates"": [[[6.636940823525963, 51.216143182362096], [6.6376306434259, 51.21609340279413], [6.637661345147365, 51.216184448377284], [6.637619186312766, 51.21621849786211], [6.636960131914679, 51.216259380055845], [6.636940823525963, 51.216143182362096]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;657;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620160092125
51.215736453683256, 6.636752760003092;"{""coordinates"": [[[6.63692479847961, 51.215480492481724], [6.636454261832103, 51.21588965020246], [6.636473232454274, 51.215963013573564], [6.636701325484695, 51.215949824617276], [6.636693241545453, 51.21589275852184], [6.637076901223517, 51.21555308560892], [6.63692479847961, 51.215480492481724]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;817;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620160092132
51.21568595647444, 6.631059525727091;"{""coordinates"": [[[6.630353094865203, 51.21537226965709], [6.630924106280609, 51.21625477725889], [6.631779042817973, 51.21603947050725], [6.631162612581804, 51.21508532950036], [6.630353094865203, 51.21537226965709]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;7090;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092133
51.2177212276836, 6.638289429286472;"{""coordinates"": [[[6.638216865115695, 51.21746366693736], [6.638172053556062, 51.2176975509471], [6.638146818981416, 51.21769704116671], [6.638120626802676, 51.21781390676685], [6.638453507412676, 51.21783662231534], [6.638472814903076, 51.21768484075863], [6.638226349528464, 51.21766551410822], [6.63826188777942, 51.21746475796295], [6.638216865115695, 51.21746366693736]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;462;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092139
51.21787319869025, 6.63788546408461;"{""coordinates"": [[[6.637721082215443, 51.21769553995909], [6.637705954586059, 51.217806768170895], [6.637675754124523, 51.21780457150648], [6.637641334276096, 51.21788478344984], [6.637631742963808, 51.21797342852427], [6.637665123461449, 51.21801217664926], [6.63772235153494, 51.218029196780286], [6.638072950515602, 51.218039449705536], [6.638139871411009, 51.21772804098076], [6.637721082215443, 51.21769553995909]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1100;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620160092141
