Jahr;Stadtbezirk;Bevölkerungsbewegungen - Zusammengefasste Geburtenziffer (TFR-Total Fertility Rate);Bevölkerungsbewegungen - Zusammengefasste Geburtenziffer (TFR-Total Fertility Rate) deutscher Frauen;Bevölkerungsbewegungen - Zusammengefasste Geburtenziffer (TFR-Total Fertility Rate) nicht-deutscher Frauen;Bevölkerungsbewegungen - Allgemeine Geburtenziffer (GFR-General Fertility Rate);Bevölkerungsbewegungen - Allgemeine Geburtenziffer (GFR-General Fertility Rate) deutscher Frauen;Bevölkerungsbewegungen - Allgemeine Geburtenziffer (GFR-General Fertility Rate) nicht-deutscher Frauen;Bevölkerungsbewegungen - Durchschnittsalter der Mütter bei der Geburt (Langzeitmittel);Bevölkerungsbewegungen - Durchschnittsalter deutscher Mütter bei der Geburt (Langzeitmittel);Bevölkerungsbewegungen - Durchschnittsalter nicht-deutscher Mütter bei der Geburt (Langzeitmittel);Bevölkerungsbewegungen - Zusammengefasste Geburtenziffer (TFR-Total Fertility Rate) - jahresscharf;Bevölkerungsbewegungen - Zusammengefasste Geburtenziffer (TFR-Total Fertility Rate) deutscher Frauen - jahresscharf;Bevölkerungsbewegungen - Zusammengefasste Geburtenziffer (TFR-Total Fertility Rate) nicht-deutscher Frauen - jahresscharf
1992;513;;;;;;;;;;1,2;1,1;1,6
1997;423;1;0,9;1,4;39,2;36,8;58,4;29,9;30,3;27,9;1,1;1;1,9
2003;521;1,1;1;0,9;35,9;34,8;55;30,7;31;28,3;1,2;1,2;1,7
2023;320;1,4;1,4;1,6;39,3;35,7;54;32,4;33,2;30,5;1,3;1,2;1,7
2023;423;1,2;1,2;1,1;43,1;43,3;42,5;32,7;32,7;32,7;0,9;1;0,6
2021;423;1,3;1,3;1,3;45,7;45,6;46,7;32,5;32,6;32,3;1,2;1,1;2
2017;240;1,7;1,5;2,4;59;53;92;29,7;29,7;29,6;1,9;1,6;3,4
2020;220;1,3;1,3;1,3;44,3;43,6;46;31,8;32,4;29,6;1,3;1,3;1,4
2006;622;1,2;1,2;1;38,5;40,3;29,8;33,3;33,6;30,7;1,7;1,8;0,9
1998;614;1,1;1;0,7;38,1;35,8;106,8;29,5;29,6;29,3;1,3;1,2;3
1990;430;;;;;;;;;;1,2;1,3;0,3
1990;424;;;;;;;;;;1,4;1,2;2,1
1992;613;;;;;;;;;;1;0,7;1
2000;521;1,1;1,1;1;39,3;37,4;87,1;30;30,5;26,7;1,4;1,5;0,9
1993;640;;;;;;;;;;1,4;1,3;1,8
1992;570;;;;;;;;;;0;0;
2017;532;1,2;1,1;1,4;41,1;37,6;58,8;31,9;32,1;31,2;1,3;1,3;1,6
1999;232;2,6;1;3,1;95,9;115,6;135,5;27,8;29,9;26,8;2,6;1,9;2,3
2000;421;1;1;1,2;37,7;37,3;42,6;32,1;32,3;30,4;1,1;1,1;0,7
2024;340;1,5;1,6;0,6;46,3;47,4;70,8;32,9;33,2;30,6;1,5;1,6;0,7
1998;660;1,5;1,4;2,1;52,2;46;73,4;27,6;27,7;27,3;1,7;1,6;2,2
2020;120;1,3;1,4;1,1;45,2;46,8;39,4;33;33;33;0,9;1;0,8
1994;330;;;;;;;;;;0,8;1;0
2009;512;1;1;1,1;34,3;33,5;37;30,3;30,5;29,6;0,8;0,9;0,7
1993;614;;;;;;;;;;0,8;0,8;1,3
2015;614;1,5;1,5;1,5;51,2;47,3;76,7;29,9;29,7;30,4;1,5;1,2;2,5
2012;611;1,2;1,1;1,4;42,8;37,7;63,9;29,6;30;28,8;1,4;1,2;2,1
2006;310;1,2;1,1;1,4;38,6;36,3;63,2;32,2;32,7;29,8;1,1;1,2;0,8
1990;112;;;;;;;;;;1,1;1,1;2,3
2006;522;1,3;1,2;1,4;43,7;39,2;68,6;29;29,2;28,4;1,3;1,3;1,4
2020;532;1,1;1,1;1,2;41,4;38,6;53,8;32;32,2;31,4;0,9;0,9;1,1
1999;670;0,1;0,1;;111,1;92,3;;21;21;21;2,5;2,5;3,1
2023;111;1,1;1,1;1,1;32,8;30,1;45,4;32,2;32,9;30,4;1,1;1,1;1,7
2015;422;1,3;1,4;0,6;45,7;48;34,4;33,6;33,7;31,9;1,6;1,8;0,5
1995;232;2,2;1,2;1,1;98,7;88,4;238,8;27,3;28,7;26,6;3,3;3;5
2012;660;1,8;1,5;2,3;60,7;50,9;81,4;27,8;27,1;28,7;1,6;1,4;2
2016;621;1,5;1,5;1,8;52,8;50,2;66;31,8;32,3;29,8;1,6;1,4;2,5
2000;650;1,8;1,7;1,1;63,4;58,8;430,4;29,3;29,9;25,9;1,6;1,7;0,7
2012;680;;;;;;;;;;1,4;1,5;1,1
2001;120;1,2;1,2;1,5;44;41,9;58,1;30;30,2;29;0,9;0,9;2
2016;521;1,4;1,3;1,6;44;39,8;71,7;31,2;31,6;29,8;1,5;1,4;1,9
2011;640;1,4;1,3;1,4;44,4;37,7;144,4;28,8;29,4;27,4;1,5;1,2;3,3
1992;112;;;;;;;;;;1,3;0,9;2,5
1994;310;;;;;;;;;;0,9;0,8;1,2
2019;611;1,2;1,2;1,4;45,3;41,7;56,2;30,9;31,3;29,9;1,3;1,2;1,6
2000;630;1,4;1,3;1,4;46,9;45,4;101,6;29,6;29,8;28,4;1,7;1,7;4,7
2002;120;1,2;1,2;1,5;43;42;50,9;30,4;30,6;29,6;1,5;1,4;1,9
1994;430;;;;;;;;;;0,8;0,7;0,8
2009;612;1,4;1,1;2,1;45,9;34,6;86;28,6;29,1;27,9;1,2;1;1,9
2007;410;1,1;1,1;1,1;38,3;36,9;46;31,9;32,3;30;1,4;1,4;1,3
2024;111;1;1;1;30,1;27,4;42,2;32,3;33;30,5;0,5;0,6;0,7
2020;240;1,7;1,5;2,3;60,7;53,1;89,1;30,4;30,8;29,6;1,4;1,4;1,3
1994;622;;;;;;;;;;0,9;0,7;1,5
2002;512;0,9;0,8;1,4;35,6;31,8;54,1;29,5;30;28,1;1;0,9;1,4
2014;614;1,5;1,4;1,4;49,7;46;80,3;29,9;29,7;30,4;1,8;1,6;2,3
1998;531;1;1;1,1;37,9;36,4;43,1;28,9;29,3;27,7;0,9;0,8;1,2
2011;660;1,7;1,5;2,3;60,1;49,8;82,8;27,6;26,9;28,7;1,6;1,4;2,1
2004;621;1,2;1,1;1,9;43,4;39,2;82,2;31,2;31,6;29,4;1,5;1,3;2,7
2008;424;1,2;1,1;1,6;41,1;36,6;61,2;31,2;31,8;29,5;1,2;1,2;1,2
2018;423;1,3;1,3;1;42,9;42,9;46,6;32,7;32,9;31,5;1,6;1,6;2
1989;231;;;;;;;;;;1,4;1,2;2,3
1999;650;1,9;1,8;0,6;68,5;63,2;467,5;29,4;30;25,9;2,4;2,1;2,8
2018;111;0,8;0,9;0,9;27,5;24,6;38,4;31,7;32,4;30,1;0,7;0,6;1,1
2010;231;1,2;1;1,9;42,2;33,2;77,9;28,7;28,4;29,1;1,2;0,9;2,7
2005;320;1,3;1,3;1,2;40,4;39;46;30,7;31,5;27,8;1,1;1;0,9
1999;421;1;1;1,2;37,7;37,3;43,9;31,8;32;30,3;0,9;1;0
2000;232;2,5;1;3,2;91,3;121,5;146,3;27,9;29,8;27;2,3;0,9;2,8
2008;112;0,9;0,9;0,8;28,9;27,5;41,4;32,1;32,5;30;1;1,1;0,4
2024;423;1,2;1,2;1,1;42,7;43,1;40,6;32,9;32,9;32,6;1;1,1;0,6
2017;120;1,3;1,3;1,2;44,5;44;48,3;32,7;32,6;33,1;1,3;1,3;1,9
2000;424;1,3;1,1;1,9;48,4;43;77,1;30,3;30,9;28,5;1,2;1;2,2
2008;613;1;0,8;0,8;40,6;37,9;110,3;27,9;27,4;28,9;2,1;2,8;0,3
2009;240;1,3;1,3;1,7;41,5;38,1;65,1;29;29,3;28,1;1,5;1,6;1,2
2021;111;1;1;1;31,8;29,6;41,6;32,1;32,7;30,6;1;1,2;0,6
2023;340;1,5;1,6;0,6;46,1;47,8;58,3;32,8;32,9;30,9;1,8;1,9;1,1
2002;532;0,9;0,9;1,2;35,2;32,8;51,5;30,9;31,4;28,5;0,9;0,7;1,7
2018;612;1,5;1,3;2,1;52,7;44,2;74,2;29,8;30,1;29,5;1,3;1;2,3
1994;410;;;;;;;;;;0,8;0,7;1,5
2012;531;1,3;1,3;1,5;39,8;36,3;48,8;30;30;30;1,6;1,4;1,9
1991;560;;;;;;;;;;1,7;1,7;1
2014;660;1,7;1,6;2,2;60,9;53,8;75,2;28,1;27,7;28,8;1,6;1,4;2
2021;612;1,5;1,3;2,1;51,7;44,2;72;30,7;31,2;29,8;1,6;1,4;2,2
2013;640;1,6;1,4;1,8;50;43,2;127,3;29,3;29,7;28,1;1,7;1,5;2,7
2008;630;1,5;1,5;1,5;48,5;45,5;118;29,8;30,1;28,3;1,7;1,7;2,4
2024;231;1,3;1,4;1,3;47,8;46,6;52,1;31,3;31,4;30,9;1;1,1;1
1996;540;1,2;1,1;2,1;40,1;36;70,3;28,8;28,6;29,8;1,3;1,1;2,9
2023;240;1,7;1,4;2,4;59,4;51,6;87,7;31,2;32;29,4;1,8;1,5;2,6
1999;521;1,1;1;0,9;37,6;35,2;103,7;29,7;30,4;26;1,3;1,3;1,4
1996;640;1,4;1,5;1;53,8;53,8;74,2;29,7;29,7;30,1;1,4;1,5;0,7
2011;540;1,5;1,4;1,9;49,9;45;66,5;28,4;28,2;28,8;1,6;1,4;2,3
2023;532;1,1;1,1;1;41,4;40,4;45,6;32,1;32,1;32;1;1,1;0,5
2013;540;1,4;1,3;1,9;49,2;43,7;65,4;28,8;28,5;29,4;1,5;1,4;1,6
2000;570;;;;;;;;;;0;0;0
2002;240;1,4;1,3;1,6;46,3;43,4;75,5;30;30,4;27,6;1,2;1,1;1,8
2005;612;1,3;1,1;2,1;45;35,4;82,3;29,1;29,6;28,1;1,2;1;1,8
2005;111;0,8;0,8;0,9;27,1;25,1;39,4;30,7;31;29,6;0,9;0,6;1,5
2021;320;1,5;1,5;1,6;39,9;37,1;51,3;32,3;33;30,1;1,5;1,7;1
2005;220;1,3;1,3;1,5;50;47,4;66,7;31,6;31,7;30,7;1,5;1,4;1,7
2011;680;;;;;;;;;;1,6;1,6;1,4
2022;540;1,5;1,2;2;50,1;40,2;70,2;30,1;30,2;29,9;1,3;0,8;2
2019;531;1,3;1,3;1,4;37,9;35,2;42,2;30,4;30,8;29,8;1,5;1,8;0,9
2009;532;1;0,9;1,3;35,8;30,7;60,2;30,5;31,3;28,7;1;1;1,2
1989;211;;;;;;;;;;1,4;1,4;1,2
1999;630;1,3;1,3;0,8;44,8;43,9;87,4;29,6;29,8;28,2;1,7;1,7;1,4
2005;512;0,9;0,8;1,3;33,4;29,9;48;30,1;30,4;29,4;1,2;1,2;2
2007;430;1;1,1;0,1;31,2;34,6;39;33,4;33,5;32,3;0,8;0,9;0
2006;330;1,3;1,3;0,3;46,8;46,4;245,6;32,7;32,9;31,1;1,1;1;0,8
2020;512;1,1;1,2;0,9;38,7;39,7;34,1;31,9;32,1;30,9;1,2;1,2;1,1
2019;680;1,2;1,2;1,2;31,2;32,4;27,1;33;33,1;32,5;1,2;1,4;0,7
1998;611;1;0,9;1,5;41,6;38,5;58,8;28,7;29,2;26,9;1;0,9;1,4
2010;423;1,2;1,2;1,2;41,2;40,6;49,1;32,5;32,7;30,7;1,4;1,5;0,7
2003;232;2;0,5;2;66,2;144,9;122,1;28,8;30,6;27,6;3;0,8;3,6
1997;612;1,3;1,1;1,9;46,4;40,9;66,6;27,8;28,3;26,6;1,4;1,1;2,2
2015;611;1,3;1,2;1,4;45;40,1;62,3;29,9;30,5;28,6;1,2;1,3;1
2022;211;1,6;1,6;1,4;56,7;57,1;55,8;33;33,1;32,3;1,6;1,5;1,7
1997;320;1,2;1,1;1,4;40,9;37,5;68,6;29,8;30,5;27;1,4;1,4;2
2004;220;1,3;1,2;1,4;48,7;46,2;64,3;31,6;31,8;30,5;1,6;1,6;1,6
1995;521;1;1;1;38,9;36,8;92,9;28,6;29,1;25,3;1,1;1,1;0,5
2008;550;1,5;1,4;0,6;48;45,9;169,9;31,7;32,1;29,7;1,7;1,8;0,7
2001;621;1,1;1,1;1,6;43,7;41,4;72,4;30,9;31,1;29,5;1,3;1,2;1,7
2000;670;0,8;0,7;;108,6;103,2;;25,5;25,5;25,3;2,8;2,6;3,3
1992;424;;;;;;;;;;1;0,8;3
2007;513;1;0,9;1,2;35,4;31,8;47,9;30,2;30,8;28,6;1,1;1,1;1,1
2013;560;1,4;1,4;0,3;39,2;37,2;411,8;31,3;31,4;31;1,1;1;1
1993;660;;;;;;;;;;1,6;1,6;1,9
2016;120;1,3;1,3;1,2;44;43,7;48,6;32,6;32,5;33,1;1,5;1,5;1,6
2004;532;1;0,8;1,4;34,1;29,5;60,6;30,6;31,3;28,8;1,1;1;1,2
2021;340;1,6;1,7;0,6;51;52,2;61,8;32,5;32,8;30,5;1,9;2;1
2023;612;1,3;1,2;1,9;47,8;40,7;67,8;31,2;31,9;30;1,2;1,2;1,7
2014;531;1,4;1,2;1,6;39,3;33,5;51,2;30,3;30,3;30,5;1,6;1,4;1,8
1997;111;0,8;0,7;1;29,5;27,1;48,4;29,4;29,7;28,2;0,9;0,7;1,4
2010;340;1,3;1,3;0,6;37,5;36,8;89;31,8;31,5;35,2;1,7;1,7;1
1990;613;;;;;;;;;;1,2;1,3;0
2018;240;1,7;1,5;2,4;60;53,1;94,3;30;30,2;29,5;1,8;1,5;2,5
1990;513;;;;;;;;;;1,2;1;2,5
2022;231;1,5;1,5;1,6;50,9;48,2;59,2;30,8;31;30,3;1,4;1,5;1,2
2018;340;1,7;1,8;0,7;50,5;50,8;86,8;31,8;32;30,7;1,6;1,7;0,8
1989;540;;;;;;;;;;1,3;1,2;2,4
2004;120;1,2;1,1;1,4;39,8;39,2;44,7;30,5;30,7;29,3;1;1;1
1995;621;0,9;0,9;1;34,9;34,5;41;29,6;29,7;28,6;1,1;1;1,3
1992;550;;;;;;;;;;1,1;1,1;0
2022;560;1,6;1,6;0;59,7;58,3;513,5;32,2;32,7;28,9;2;1,8;1
1999;212;0,9;0,9;0,9;35;35,1;35,9;31,1;31,3;29,8;1;1;0,9
2018;320;1,4;1,4;1,5;37;33,9;49,5;31,6;32,4;29,1;1,4;1,3;1,6
2017;612;1,5;1,4;2,2;53,2;44,9;75,6;29,4;29,5;29,1;1,8;1,4;2,8
2021;211;1,6;1,7;1,5;57,5;57,4;58,7;32,7;32,8;32,2;1,5;1,6;1,2
2004;512;0,9;0,8;1,3;33,4;29,6;50,5;29,8;30,1;29;0,8;0,8;1,2
1994;513;;;;;;;;;;1;0,9;1,4
2017;220;1,3;1,3;1,5;45,3;43,2;53,7;31,6;32,1;30;1,3;1,3;1,4
2012;614;1,5;1,5;1,4;51,2;49,2;70,9;29,5;29,6;29,4;1,5;1,5;1,2
2005;240;1,3;1,3;1,8;41,8;37,5;76,9;29,4;29,8;27,8;1,3;1,3;1,8
1997;240;1,5;1,4;2;55;52,6;89;29,6;29,9;28,1;1,4;1,1;3,1
2017;512;1;1,1;0,9;33,7;33,8;33,4;32;32,2;30,9;1,1;1,2;0,9
2005;340;1,2;1,2;0,2;37,5;37,5;157,1;31;31;31;1,4;1,5;1,5
2005;532;1;0,9;1,3;34,1;29,5;58,5;30,6;31,4;28,4;1,1;1,1;1
1997;340;1,4;1,3;0,6;51,7;49,4;170,7;30,5;30,7;28,9;1,8;1,7;2,2
1990;550;;;;;;;;;;1,6;1,6;1,5
1991;231;;;;;;;;;;1,1;1,2;0,9
2008;570;;;;;;;;;;0;0;0
2007;310;1,2;1,2;1,4;38,8;36,6;64,8;32,3;32,8;29,8;1,4;1,5;0,7
1991;611;;;;;;;;;;1,4;1,3;1,8
2019;522;1,3;1,2;1,7;45,3;37,8;65,1;31;31,3;30,4;1,3;1,3;1,5
2016;320;1,3;1,3;1,4;36,2;33,7;46,9;31;31,9;28,5;1,3;1,3;1,3
2004;232;1,8;0,5;1,2;57,2;95,1;157,2;28;30,2;26,6;1,3;0,5;1,2
2000;613;1,5;1,4;0,1;53,6;56,2;366,7;29,3;29,4;29;2,1;1,8;0,8
1998;522;1,3;1,3;1,2;49,1;47,5;73,2;28,7;29;27,6;1,3;1,2;1,7
2009;120;1,1;1,1;1;35,1;34,6;38,8;30,7;30,8;30,4;1,2;1,2;1,1
2014;611;1,3;1,2;1,6;45,5;40,3;64;29,7;30,2;28,6;1,2;1,4;0,8
2001;630;1,5;1,5;1,2;49,6;48;112,6;29,5;29,7;28;1,8;1,8;0,7
2020;521;1,4;1,4;1,6;46,1;41,6;71,2;31,8;32,5;30;1,7;1,7;1,8
1996;422;0,9;0,9;0,7;33,5;33,5;45,3;31,3;31,5;29,2;0,8;0,8;0,7
2016;512;1;1;0,9;33,2;32,7;36,2;31,8;31,9;31,2;0,9;1;0,5
2009;621;1,3;1,2;1,8;42,1;38,3;66,6;30,8;31,2;29,1;1,4;1,4;1,3
2014;233;1,5;1,3;2,3;57,7;48;85;29,7;29,9;29,5;1,4;1,4;2,4
2020;212;1,4;1,4;1;44,2;47,3;31,6;32,7;32,8;32;1,2;1,3;0,7
1992;630;;;;;;;;;;1,4;1,4;1,7
1999;512;1;0,9;1,6;38,9;35,9;56,4;28,8;29,4;26,7;0,8;0,7;1,3
2009;521;1,3;1,3;0,7;38,7;38,9;50,8;31,7;31,8;30,9;1,5;1,4;2
2001;421;1;1;1;36,9;36,9;36,3;32,2;32,3;30,6;1;1;0,4
2010;560;1,5;1,4;0,1;39;36;607,1;31,1;31,3;30,2;1,4;1,4;0,5
2023;120;1,2;1,3;0,7;40,8;44,7;26,7;33,1;33,1;33,4;0,8;0,9;0,5
2006;611;1;0,9;1,4;37,3;32,4;57,8;29,1;29,6;27,8;1;1,1;0,8
2018;540;1,5;1,4;1,9;53,8;47,5;68,3;29,9;29,4;30,6;1,7;1,5;2
2013;614;1,5;1,5;1,4;48,9;46,4;65,2;29,9;29,8;30,1;1,2;1,2;1,3
2010;660;1,8;1,5;2,4;60,5;49,5;86,7;27,7;27,1;28,7;2,2;1,7;3,1
1989;320;;;;;;;;;;0,9;0,9;1,7
2019;422;1,4;1,5;0,9;50,4;52,2;41,8;33,3;33,4;33;1,3;1,2;1,5
1994;630;;;;;;;;;;0,9;0,9;0,8
1996;614;1,2;1,1;0,9;40,9;38,7;112,9;28,9;29;28,3;1,5;1,3;2,1
1989;220;;;;;;;;;;1;1;0,8
1998;422;0,9;0,9;1;32,6;32,1;51,5;31,9;32,2;29,9;1,1;1;1,1
2007;233;1,4;1,3;1,7;50,9;45,3;67,3;28,8;29,3;27,8;1,2;1;2,5
2011;422;1,4;1,4;0,9;44,7;46,9;32,9;33,5;33,6;32,8;1,3;1,3;0,6
1989;512;;;;;;;;;;1;0,9;1,6
2020;621;1,5;1,4;1,9;54,9;51,6;70,3;32;32,8;29,6;1,6;1,4;2,1
2021;532;1,1;1,1;1,1;41;39,1;48,1;31,9;32,1;31,3;1;1,2;0,4
2024;240;1,6;1,4;2,3;56,3;48,8;83,6;31,4;32,2;29,8;1,5;1,1;2,3
2000;513;1,1;1;1,3;41,5;39,1;49,8;29,9;30,4;28,6;1,2;1,1;1,6
1992;670;;;;;;;;;;0;0;0
1990;630;;;;;;;;;;1,5;1,4;2,1
2015;310;1,5;1,6;0,9;44,5;47;31,7;32,6;32,5;32,8;1,6;1,8;1,4
2001;521;1,1;1,1;0,8;38;36,5;80,2;30,2;30,8;26,7;1;0,9;2,7
1989;111;;;;;;;;;;0,8;0,7;2
2001;670;1,5;1,3;0;94,7;96,6;2523,8;27,9;28,2;27;2,8;2,9;2,2
2017;340;1,6;1,7;0,6;47,6;47,4;116,1;31,7;31,9;30,2;1,3;1,5;0
1992;421;;;;;;;;;;1;1,1;1,4
2011;531;1,3;1,2;1,4;38,6;36,1;42,9;29,9;30;29,9;1,3;1,3;1,5
2023;621;1,5;1,4;1,8;53,7;50,4;64,9;32;32,7;29,9;1,3;1,3;1,6
2006;233;1,4;1,3;1,7;50,7;45,8;64,8;28,7;29,5;26,9;1,3;1,2;1,8
1992;212;;;;;;;;;;1,2;1,2;2,3
1994;424;;;;;;;;;;1,1;1,1;1,4
2002;232;2;0,7;2,4;70,4;144,2;142,4;28,6;31;27,2;2,3;1,8;0,4
1992;521;;;;;;;;;;0,9;0,9;1,2
2008;622;1,5;1,5;0,8;46,7;47,3;125,3;33,4;33,8;30,6;3;2,3;3,3
2021;220;1,2;1,3;1,2;42,7;41,7;45,3;31,8;32,6;29,3;1,1;1,1;1,2
2004;670;2,4;2,3;2,3;69,3;67,3;86,2;30,5;30,9;28,4;2,3;2,4;2,8
2003;630;1,6;1,5;1,3;49,6;47,7;125,9;29,7;29,9;27,9;1,6;1,6;1,7
1989;423;;;;;;;;;;1,1;1;1,8
1999;240;1,5;1,4;1,8;52,5;49,8;84;30;30,3;28,2;1,4;1,3;2,5
2012;233;1,4;1,2;2,2;55,4;44,1;87,4;29,2;29,3;29,1;1;1;1,6
1999;621;1,1;1;1,4;42,5;40,8;63,8;30,4;30,7;28,9;1;1;1,1
2003;421;1;1;1;36,4;36,6;34,3;32,4;32,5;31,7;1,1;1;1,2
2000;550;1,4;1,4;0,6;54,2;53,3;227,8;31,3;31,5;29,3;1,8;1,8;0,3
2008;430;1;1,2;0,2;33,2;36,6;50,4;33,3;33,3;34;1,1;1,3;1,3
2021;120;1,3;1,4;1,1;45,3;46,9;39,2;33,1;33;33,4;1,4;1,6;0,7
2004;650;1,6;1,6;1,5;53;50;144,7;29,8;30,1;27,9;1,5;1,6;0,8
2015;522;1,2;1,1;1,9;41,1;33,1;67;29,6;29,5;29,8;1,3;1;2,2
2008;310;1,3;1,3;1,3;40,4;39,1;56,5;32,6;32,9;30,5;1,4;1,5;0,5
2005;621;1,2;1,1;2;42,6;38,3;74,9;31,1;31,7;29,1;1,2;1,2;1,8
1994;112;;;;;;;;;;0,9;0,7;1,3
2016;423;1,3;1,4;1,1;42,6;42,2;51,7;33;33,1;32,1;1,3;1,4;1
2000;430;1;1;0,7;34,8;34,3;95,2;32,2;32,3;32,2;1;0,9;0,8
2005;521;1,1;1,1;0,8;35,8;35,7;52,6;31,3;31,5;29,7;1,2;1,3;0,5
2003;613;1,3;0,9;0,3;44,5;44,9;227,3;28,7;28,4;29,5;1,2;1,3;1
1997;231;1,2;1,1;1,8;49,8;45,5;77,3;27,6;27,9;26,5;1,5;1,3;2,2
2008;410;1,1;1,1;1,3;38,1;36,7;46,3;32;32,3;30,8;1,2;1,1;1,4
1998;233;1,2;1;1,7;44,4;37,8;66,9;27,4;28,6;25,3;0,9;0,7;1,6
2017;111;0,9;0,9;1;28,6;25,5;40;31,9;32,3;30,9;1,2;1,3;1,1
2001;212;0,8;0,8;1;30,7;29,8;38,2;31,4;31,7;29,5;0,8;0,8;0,9
2008;330;1,3;1,2;0,2;45,1;42,9;422,2;32,6;32,8;31,5;1,2;1,3;0,8
2011;611;1,2;1,1;1,4;42,3;37,4;62,5;29,5;29,9;28,4;1,4;1,3;1,6
1990;212;;;;;;;;;;1;1;1,2
1995;512;1;0,9;1,6;37,1;34,3;58,2;28,2;28,5;26,6;0,8;0,8;1
2022;220;1,3;1,3;1,3;43,6;42,2;48,1;32;32,8;29,8;1,4;1,3;1,8
1993;522;;;;;;;;;;1,8;1,8;2,8
1995;120;1,2;1;2;43,8;37;79,8;29,1;29,7;27,6;1,5;1,3;3
2022;320;1,4;1,4;1,5;39;35,9;51,8;32,3;33;30,1;1,2;1,2;1,3
1995;220;1,1;1,1;1,3;47,3;45,9;63,1;29,4;29,6;28,5;0,8;0,8;1,2
2001;112;0,9;0,9;1;33,1;32,4;39,2;31,7;31,9;30,9;1;0,9;1,5
1996;531;1;1;1,1;38;36,7;42,7;28,4;28,6;27,7;1;1;1
2017;211;1,6;1,6;1,6;54;52,9;63;32,2;32,3;31,9;1,5;1,5;1,7
2004;521;1;1;0,9;34,7;33,7;52,2;30,9;31,2;28,9;1;1;1
2016;111;0,9;0,9;0,9;28,1;24,9;40,5;31,6;32;30,8;1,2;1,1;2,1
2022;512;1,1;1,2;0,9;38,6;40,1;32,9;32,1;32,3;30,9;1,2;1,3;0,7
2004;421;1;1;0,9;37,2;37,7;33,6;32,7;32,8;31,7;1,2;1,2;1,6
2003;550;1,6;1,5;1;58,9;56,6;247,5;31,8;32;30;1,5;1,5;1,8
2018;231;1,3;1,2;1,8;44,4;39;66,3;29,7;29,8;29,5;1,5;1,5;1,7
2014;422;1,4;1,4;0,7;45,9;47,4;42,4;33,6;33,7;32,3;1,5;1,7;0,5
2022;612;1,4;1,2;2;49,8;41,9;72,3;31,1;31,8;30;1,1;1;1,4
2003;650;1,7;1,6;1,4;56,2;51,6;212,3;29,7;30,2;27,4;1,3;1,1;3,1
1993;422;;;;;;;;;;1,1;1;2,4
1995;532;1;1;1,6;43,5;40,2;94,5;29,2;29,3;28,4;0,9;0,7;3,8
1989;340;;;;;;;;;;1,1;1,1;0,5
1996;611;1,1;1;1,7;45,3;41,8;67,7;28,3;28,8;26,2;1,1;1,1;1,5
1992;650;;;;;;;;;;1,8;1,8;0
2007;522;1,3;1,2;1,6;44,3;37;77,4;28,8;28,8;28,8;1,5;1,1;2,3
2022;532;1,1;1,1;1,1;41,1;39,3;49,1;31,9;32;31,6;1;0,9;1
2010;540;1,4;1,4;1,9;47,5;43;64,1;28,4;28,3;28,6;1,4;1,3;1,6
2003;570;;;;;;;;;;0;0;0
1991;614;;;;;;;;;;1,6;1,5;2,2
2021;512;1,2;1,2;1;39,8;40,9;35,6;32;32,3;30,7;1,2;1,2;1,4
1997;211;1,1;1,1;1,1;41,1;41,1;44,8;32;32,1;31;1,3;1,3;1,9
2020;232;1,2;0,7;1,5;36,2;17,1;57;28,1;31,1;27,3;0,9;0,2;1
2008;513;1;1;1,3;36;32,3;48;30,4;31;28,8;1,2;1,2;1,2
2004;212;0,9;0,9;0,9;31,8;31,5;33,5;31,6;32,1;28,5;1;1;0,9
2015;622;1,4;1,4;0;44,8;44,8;185,2;32,9;32,9;33,5;2,2;2,2;0
2018;560;1,5;1,5;0,2;49,4;50,5;85,9;31,7;32,1;27,1;1,5;1,3;2,2
2010;680;;;;;;;;;;1,5;1,5;1,9
1991;660;;;;;;;;;;1,5;1,3;2,6
2017;423;1,3;1,3;1,1;41,6;41,2;45,1;32,9;33;32,4;1,1;1,1;0,9
2001;424;1,3;1,1;1,9;48,3;42,9;76,6;30,4;31,1;28,6;1,2;1,1;1,8
2004;630;1,5;1,5;1,4;48,1;45,3;151,9;29,5;29,9;27,5;1,4;1,2;3,7
2003;424;1,2;1,1;1,8;45,4;39,6;75,8;30,7;31,3;29,1;1,2;1,1;1,7
2017;231;1,3;1,1;1,9;43,8;37,9;69,6;29,6;29,5;29,8;1,6;1,5;2,5
1999;532;0,9;0,9;1,2;38,4;35,9;65,5;30,1;30,5;28;0,8;0,7;1,3
2022;240;1,7;1,4;2,4;60,2;52,3;89,4;31;31,7;29,4;1,6;1,4;2,4
2016;340;1,7;1,7;0,8;48,1;46,9;134,6;31,7;31,8;31,3;2,1;2,4;1,3
2019;233;1,5;1,5;1,7;53;50,2;61;31,2;31,4;30,8;1,5;1,6;1,8
2006;422;1,1;1,1;1;36,1;36,8;32,8;32,7;32,7;32,1;1,2;1,4;0,6
1995;240;1,5;1,4;1,3;58,5;56,6;128,1;29,2;29,4;27,6;1,4;1,2;3,1
1990;521;;;;;;;;;;1;0,9;2,4
1994;550;;;;;;;;;;1,2;1,3;0,5
2007;622;1,4;1,4;0,8;43,8;45,2;65,7;33,5;33,8;30,9;5,3;5;2,6
2018;211;1,7;1,7;1,7;58,2;57,4;63,5;32,2;32,3;31,4;1,8;1,9;1,6
